炉号,钢号,转炉终点温度,转炉终点C,转炉终点Mn,转炉终点S,转炉终点P,转炉终点Si,钢水净重,连铸正样C,连铸正样Mn,连铸正样S,连铸正样P,连铸正样Si,连铸正样Ceq_val,连铸正样Cr,连铸正样Ni_val,连铸正样Cu_val,连铸正样V_val,连铸正样Alt_val,连铸正样Als_val,连铸正样Mo_val,氮化钒铁FeV55N11-A,低铝硅铁,钒氮合金(进口),钒铁(FeV50-A),钒铁(FeV50-B),硅铝钙,硅铝合金FeAl30Si25,硅铝锰合金球,硅锰面（硅锰渣）,硅铁(合格块),硅铁FeSi75-B,石油焦增碳剂,锰硅合金FeMn64Si27(合格块),锰硅合金FeMn68Si18(合格块),碳化硅(55%),硅钙碳脱氧剂,C_Yield,Mn_Yield,S_Yield
7A06776             ,HRB400B    ,1705,0.0007599999999999999,0.0013,0.00016999999999999999,0.00032,0.003,64200,0.0022,0.013999999999999999,0.00022,0.00035,0.0044,0.465,0.0019,0.0,0.01,0.036000000000000004,0.0073,0.0045,0.0004,0,0,33,0,0,25,0,0,200,0,0,68,0,1400,132,0,0.699939430648092,0.7674510542168673,9.633853541416569
7A06775             ,HRB400B    ,1653,0.00078,0.001,0.0002,0.00021,0.003,71750,0.0023,0.0137,0.00021,0.00023999999999999998,0.0041,0.47,0.0017,0.001,0.011000000000000001,0.035,0.0069,0.0043,0.0011,0,0,32,0,0,25,0,0,200,0,0,68,0,1340,132,0,0.8321379520830154,0.8911213033953999,2.2338107098381053
7A06774             ,HRB400B    ,1694,0.00037999999999999997,0.0011,0.00016999999999999999,0.00022999999999999998,0.003,71450,0.0023,0.0137,0.00022,0.00033,0.0037,0.469,0.0013,0.002,0.01,0.037000000000000005,0.0061,0.0038,0.0007,0,0,32,0,0,0,75,0,0,0,0,85,0,1620,132,0,0.9205713307900593,0.8369310575635877,10.59460260972717
7A06773             ,HRB400B    ,1639,0.00063,0.001,0.00022,0.00018,0.003,72050,0.0022,0.013000000000000001,0.00023999999999999998,0.00021,0.0038,0.44799999999999995,0.0017,0.002,0.011000000000000001,0.034,0.0055,0.0034,0.0012,0,0,4,0,39,25,0,0,200,0,0,75,0,1260,132,0,0.8284587255540281,0.8918550915992739,4.603833865814688
7A06772             ,HRB400B    ,1652,0.00063,0.0011,0.00023999999999999998,0.00036,0.003,71500,0.0023,0.013000000000000001,0.00029,0.00035,0.0037,0.45899999999999996,0.002,0.002,0.011000000000000001,0.035,0.066,0.0549,0.0022,0,0,4,0,39,50,0,0,200,0,0,75,0,1220,132,0,0.8788768512500651,0.9023947904293229,11.721311475409834
7A06771             ,HRB400B    ,1645,0.0006,0.0008,0.00027,0.00022999999999999998,0.003,73400,0.0023,0.0136,0.00028,0.00022999999999999998,0.0038,0.47,0.0023,0.006,0.012,0.032,0.004,0.0018,0.0037,0,0,4,0,40,50,0,0,200,0,0,75,0,1330,132,0,0.90594914835843,0.9247972281281989,2.2432762836185764
7A06770             ,HRB400B    ,1641,0.0005099999999999999,0.0007,0.00025,0.00014,0.003,68100,0.0024,0.0128,0.00028,0.00016999999999999999,0.0036,0.466,0.0017,0.005,0.011000000000000001,0.033,0.0051,0.0028,0.0034,0,0,4,0,41,50,0,0,200,0,0,85,0,1330,132,0,0.8735681644338051,0.8110973304984644,6.240073304825899
7A06769             ,HRB400B    ,1682,0.00065,0.0011,0.00022,0.0003,0.003,74850,0.0022,0.013000000000000001,0.00025,0.00031,0.0035,0.455,0.0028,0.02,0.015,0.032,0.004,0.0018,0.0131,0,0,4,0,40,25,0,0,200,0,0,75,0,1310,132,0,0.8444146032577843,0.8883697039814888,6.947710396039604
7A06768             ,HRB400B    ,1658,0.0007,0.001,0.00025,0.00035,0.003,74550,0.0023,0.0134,0.00028,0.00031,0.0037,0.466,0.0021,0.004,0.01,0.032,0.005,0.0028,0.0032,0,0,4,0,41,25,0,0,200,0,0,68,0,1340,132,0,0.9092357404043538,0.9040251916757942,6.789617486338797
7A06766             ,HRB400B    ,1688,0.00075,0.0012,0.00023999999999999998,0.00035,0.0,63500,0.0022,0.0133,0.00023999999999999998,0.00035,0.0037,0.455,0.0024,0.005,0.011000000000000001,0.031,0.0046,0.0024,0.0034,0,0,4,0,40,25,0,0,200,0,0,68,0,1300,132,0,0.7055339299944831,0.7714357429718874,0.0
7A06765             ,HRB400B    ,1666,0.0006,0.0009,0.00026000000000000003,0.00018,0.003,73350,0.0023,0.0129,0.00026000000000000003,0.00021,0.0037,0.457,0.0021,0.004,0.01,0.032,0.0044,0.0022,0.0026,0,0,4,0,40,25,0,0,200,0,0,95,0,1300,132,0,0.7971602823096199,0.8837349397590362,0.0
7A06763             ,HRB400B    ,1648,0.00053,0.0009,0.00022999999999999998,0.00013000000000000002,0.003,75800,0.0023,0.0131,0.00027,0.00018999999999999998,0.0037,0.46,0.0018,0.004,0.01,0.032,0.0046,0.0024,0.0029,0,0,4,0,40,50,0,0,200,0,0,80,0,1300,132,0,0.9446713231566496,0.9284738955823293,9.439601494396026
7A06761             ,HRB400B    ,1803,0.0004,0.0008,0.00025,0.00016,0.003,77200,0.0023,0.0129,0.0003,0.00022,0.0036,0.457,0.002,0.005,0.01,0.032,0.004,0.0018,0.0035,0,0,5,0,41,50,0,0,200,0,0,90,0,1300,132,0,0.9673732466030148,0.9378714859437751,12.009956440572484
7A06760             ,HRB400B    ,1802,0.00033999999999999997,0.0008,0.00027,0.00022,0.003,71900,0.0023,0.0129,0.0003,0.00023999999999999998,0.0037,0.457,0.0019,0.005,0.01,0.032,0.0053,0.003,0.0031,0,0,4,0,39,50,0,0,200,0,0,92,0,1300,132,0,0.917827106653667,0.8734839357429719,6.7196261682242895
7A06759             ,HRB400B    ,1645,0.0004,0.0011,0.00033,0.00037,0.003,72200,0.0023,0.013000000000000001,0.00029,0.00022,0.0035,0.45799999999999996,0.0018,0.004,0.01,0.032,0.0038,0.0016,0.0027,0,0,4,0,39,50,0,0,200,0,0,93,0,1300,132,0,0.8878912679473064,0.8626305220883536,-8.9968847352025
7A06758             ,HRB400B    ,1665,0.0007700000000000001,0.0011,0.00029,0.00015,0.003,72050,0.0024,0.0129,0.00031,0.00022,0.0037,0.467,0.0019,0.005,0.011000000000000001,0.032,0.0047,0.0024,0.0031,0,0,4,0,39,25,0,0,0,0,0,68,1460,0,88,0,1.0070364745941764,0.8769908400726193,4.669475048606607
7A06757             ,HRB400B    ,1655,0.00073,0.0012,0.00027,0.00023999999999999998,0.003,75100,0.0023,0.013000000000000001,0.00027,0.00022999999999999998,0.0038,0.45899999999999996,0.002,0.005,0.011000000000000001,0.033,0.0054,0.0031,0.0028,0,0,5,0,40,25,0,0,0,0,0,68,1503,0,88,0,1.004703676877849,0.8879630297637656,0.0
7A06756             ,HRB400B    ,1651,0.00063,0.0013,0.00026000000000000003,0.00025,0.003,74350,0.0024,0.0139,0.00028,0.00028,0.004,0.484,0.0022,0.005,0.012,0.032,0.0085,0.0061,0.0025,0,0,32,0,0,0,50,0,0,0,0,68,1596,0,132,0,0.9954651699332067,0.8839965123652503,4.473525872442824
7A06755             ,HRB400B    ,1672,0.001,0.0014,0.00025,0.0002,0.003,74250,0.0024,0.0134,0.00028,0.00027,0.0039,0.475,0.0019,0.004,0.009000000000000001,0.032,0.0081,0.0057,0.0025,0,0,31,0,0,0,25,0,0,0,0,34,1534,0,132,0,1.0562789917844964,0.8747506322552269,6.960937499999997
7A06754             ,HRB400B    ,1678,0.00086,0.0016,0.00027,0.00029,0.003,75800,0.0023,0.0128,0.00027,0.00028,0.0035,0.455,0.002,0.005,0.01,0.032,0.004,0.0018,0.0027,0,0,5,0,40,0,0,0,0,0,0,68,1538,0,88,20,0.8912997870195261,0.8313096338540116,0.0
7A06753             ,HRB400B    ,1679,0.00091,0.0012,0.00021,0.0003,0.003,78800,0.0024,0.0128,0.00026000000000000003,0.00025,0.0035,0.465,0.0019,0.006,0.01,0.032,0.0081,0.0057,0.0022,0,0,5,0,42,0,0,0,0,0,0,51,1547,0,132,20,0.9825021518095833,0.8898684589683882,11.903323262839882
7A06752             ,HRB400B    ,1673,0.0008300000000000001,0.0012,0.0003,0.00026000000000000003,0.003,68150,0.0024,0.0129,0.00029,0.00027,0.0037,0.467,0.0021,0.005,0.011000000000000001,0.032,0.0051,0.0028,0.0026,0,0,4,0,36,0,0,0,0,0,0,51,0,1348,132,20,0.9215690548121934,0.8908277769833042,-2.349999999999987
7A06751             ,HRB400B    ,1675,0.00065,0.0009,0.00023999999999999998,0.00016999999999999999,0.003,75300,0.0023,0.0137,0.00032,0.00021,0.0042,0.47100000000000003,0.0022,0.006999999999999999,0.01,0.033,0.0039,0.0017,0.0033,0,0,31,0,0,0,50,0,0,0,0,85,0,1539,132,0,0.8420535411724839,0.9431879565043801,18.766355140186928
7A06750             ,HRB400B    ,1691,0.00074,0.0012,0.00023999999999999998,0.00023999999999999998,0.003,74300,0.0022,0.0136,0.00033999999999999997,0.00028,0.004,0.46,0.0025,0.006999999999999999,0.009000000000000001,0.032,0.005,0.0027,0.003,0,0,31,0,0,25,0,0,0,0,0,68,0,1470,88,0,0.9297848632896203,0.9438980411441684,24.537648612945837
7A06749             ,HRB400B    ,1661,0.00099,0.0011,0.0003,0.0002,0.002,76150,0.0024,0.013000000000000001,0.00033999999999999997,0.00023999999999999998,0.0035,0.469,0.0023,0.008,0.011000000000000001,0.032,0.0039,0.0017,0.0025,0,0,5,0,41,0,0,0,0,0,0,51,0,1531,88,20,1.0126716954223798,0.8914019894076634,9.424504950495049
7A06748             ,HRB400B    ,1678,0.00033,0.0008,0.00029,0.00016999999999999999,0.002,73500,0.0024,0.0132,0.00029,0.00025,0.0033,0.473,0.0021,0.005,0.013999999999999999,0.034,0.0048,0.0025,0.0035,0,0,5,0,40,25,0,0,0,0,0,68,0,1515,88,0,1.2942012096053894,0.9060002385780748,0.0
7A06747             ,HRB400B    ,1676,0.00039,0.0009,0.00026000000000000003,0.00025,0.002,75200,0.0023,0.0135,0.00028,0.00031,0.0035,0.467,0.002,0.006,0.012,0.033,0.0046,0.0024,0.0031,0,0,5,0,40,50,0,0,0,0,0,85,0,1600,88,0,1.0613933965889275,0.8918674698795179,4.46555819477433
7A06746             ,HRB400B    ,1672,0.00033,0.0009,0.00023999999999999998,0.0003,0.002,75950,0.0022,0.0134,0.00028,0.00031,0.0037,0.456,0.0023,0.006,0.013000000000000001,0.033,0.0045,0.0023,0.0032,0,0,5,0,41,50,0,0,0,0,0,102,0,1539,88,0,0.9430078062493815,0.9290328957154153,9.353448275862071
7A06745             ,HRB400B    ,1715,0.00022,0.0007,0.00026000000000000003,0.0003,0.003,70050,0.0022,0.0129,0.00029,0.00032,0.0036,0.447,0.002,0.005,0.013999999999999999,0.033,0.0045,0.0022,0.0028,0,0,30,0,0,50,0,0,0,0,0,102,0,1441,88,0,0.9320104557947009,0.8931736662123859,7.075757575757569
7A06744             ,HRB400B    ,1629,0.0005099999999999999,0.001,0.00028,0.00033,0.003,75600,0.0023,0.0132,0.00029,0.00026000000000000003,0.0038,0.46299999999999997,0.0021,0.006,0.013999999999999999,0.034,0.0084,0.006,0.0029,0,0,6,0,40,50,0,0,0,0,0,102,0,3105,132,0,0.7106270578535833,0.44735463593504443,1.1772033634381815
7A06743             ,HRB400B    ,1645,0.00047000000000000004,0.001,0.00021,0.00022,0.002,73900,0.0023,0.013000000000000001,0.00028,0.00025,0.0038,0.46,0.0023,0.006,0.013000000000000001,0.034,0.0044,0.0022,0.003,0,0,5,0,40,50,0,0,0,0,0,80,0,1450,132,0,0.9579455140464957,0.9210635646032406,16.62275064267351
7A06742             ,HRB400B    ,1703,0.0004,0.0012,0.00021,0.00029,0.002,73800,0.0023,0.0128,0.00022999999999999998,0.00029,0.0037,0.456,0.0021,0.006,0.012,0.035,0.0051,0.0028,0.0028,0,0,5,0,40,50,0,0,0,0,0,70,0,1500,132,0,1.0588715036549265,0.8595180722891568,4.5952677459526745
7A06741             ,HRB400B    ,1674,0.00056,0.0012,0.00021,0.00022999999999999998,0.003,66300,0.0023,0.0145,0.00022999999999999998,0.00032,0.0039,0.486,0.0027,0.005,0.011000000000000001,0.036000000000000004,0.0052,0.0029,0.0033,0,0,5,0,40,50,0,0,0,0,0,58,0,1450,132,0,0.9609175870858114,0.9158599916909016,4.26092544987146
7A06740             ,HRB400B    ,1684,0.00041,0.001,0.00026000000000000003,0.0003,0.003,72800,0.0023,0.0129,0.00028,0.00031,0.0036,0.45799999999999996,0.0024,0.006999999999999999,0.012,0.032,0.0052,0.0029,0.0026,0,0,5,0,40,50,0,0,0,0,0,78,0,1450,132,0,0.9880649747942608,0.8997922725384295,4.678663239074536
7A06739             ,HRB400B    ,1686,0.001,0.0012,0.00032,0.00014,0.002,70000,0.0023,0.013000000000000001,0.0003,0.0003,0.0036,0.46,0.0025,0.005,0.013000000000000001,0.033,0.0045,0.0023,0.0032,0,0,5,0,40,0,0,0,0,0,0,40,0,1450,132,20,0.8481855425104752,0.8579144162858331,-4.498714652956316
7A06738             ,HRB400B    ,1667,0.00045,0.001,0.00033999999999999997,0.00028,0.002,71200,0.0023,0.013000000000000001,0.00032,0.00028,0.0037,0.46,0.0024,0.006999999999999999,0.012,0.033,0.0052,0.0029,0.0027,0,0,5,0,40,50,0,0,0,0,0,78,0,1480,132,0,0.9424458372685385,0.8694236405079779,-4.489281210592672
7A06737             ,HRB400B    ,1651,0.0005,0.001,0.00029,0.00033,0.002,66600,0.0024,0.0128,0.0003,0.00033999999999999997,0.0036,0.467,0.0027,0.006999999999999999,0.013999999999999999,0.032,0.0045,0.0022,0.0031,0,0,5,0,40,50,0,0,0,0,0,78,0,1450,132,0,0.9086992115127751,0.8162442874948067,2.1401028277634855
7A06736             ,HRB400B    ,1666,0.00085,0.0011,0.00023999999999999998,0.00022999999999999998,0.002,74200,0.0023,0.0134,0.00029,0.00031,0.0038,0.467,0.0028,0.006999999999999999,0.015,0.032,0.0057,0.0034,0.0027,0,0,5,0,40,25,0,0,0,0,0,51,0,1570,132,0,0.9325324596529548,0.875470032998235,11.068019093078762
7A06735             ,HRB400B    ,1609,0.00062,0.0009,0.00029,0.00022,0.003,73100,0.0022,0.0132,0.00029,0.00022999999999999998,0.0037,0.45399999999999996,0.0024,0.006999999999999999,0.013999999999999999,0.033,0.0044,0.0021,0.0032,0,0,5,0,40,50,0,0,0,0,0,85,0,1580,132,0,0.7794228796631216,0.8570325606222357,0.0
7A06734             ,HRB400B    ,1656,0.0007099999999999999,0.0011,0.00016999999999999999,0.00016,0.003,73900,0.0024,0.0135,0.0003,0.00031,0.0039,0.479,0.0027,0.006999999999999999,0.016,0.033,0.004,0.0018,0.0033,0,0,5,0,40,25,0,0,0,0,0,68,0,1580,132,0,0.9471197597524722,0.8734558487113008,28.49051008303677
7A06733             ,HRB400B    ,1655,0.00065,0.0011,0.00028,0.00029,0.002,72650,0.0023,0.0132,0.00031,0.00025,0.0038,0.46399999999999997,0.0026,0.006,0.015,0.033,0.0039,0.0017,0.0033,0,0,4,0,40,25,0,0,0,0,0,68,0,1540,132,0,0.9137737833882181,0.85967082616179,6.620595382746054
7A06732             ,HRB400B    ,1666,0.00078,0.0011,0.0003,0.00031,0.002,64700,0.0024,0.013000000000000001,0.00035,0.00036,0.0038,0.47100000000000003,0.0034,0.009000000000000001,0.013000000000000001,0.032,0.0044,0.0021,0.0017,0,0,4,0,40,25,0,0,0,0,0,68,0,1460,132,0,0.8073545723440965,0.794200775705562,10.328863346104734
7A06731             ,HRB400B    ,1665,0.0009699999999999999,0.0016,0.00027,0.00014,0.003,74600,0.0024,0.0125,0.00037999999999999997,0.00022,0.0037,0.461,0.0023,0.008,0.011000000000000001,0.033,0.0044,0.0022,0.0025,0,0,5,0,39,25,0,0,0,0,0,51,0,1520,132,0,0.9315155574222695,0.8056634432466708,25.24923076923077
7A06729             ,HRB400B    ,1691,0.00058,0.0011,0.00031,0.00022999999999999998,0.0,71500,0.0023,0.0129,0.0003,0.00026000000000000003,0.0036,0.457,0.0021,0.005,0.011000000000000001,0.033,0.0045,0.0022,0.003,0,0,4,0,37,50,0,0,0,0,0,85,0,1420,132,0,0.8454866016704856,0.8948116409299169,-2.3473407747866046
7A06728             ,HRB400B    ,1725,0.00047000000000000004,0.0011,0.00025,0.00026000000000000003,0.004,79850,0.0024,0.013000000000000001,0.00027,0.00042,0.0033,0.47,0.0027,0.006,0.012,0.032,0.0039,0.0017,0.0028,0,0,30,0,0,0,50,0,0,0,0,102,0,1520,132,0,0.9423009899295001,0.9414780833861763,5.0346784363177735
7A06727             ,HRB400D    ,1703,0.00082,0.0013,0.00027,0.00031,0.002,67450,0.0022,0.0131,0.00029,0.00033,0.0037,0.452,0.0027,0.006,0.013000000000000001,0.031,0.0062,0.0039,0.0029,0,0,7,0,28,25,0,0,0,0,0,51,0,1410,132,0,0.8265285463625323,0.850113218832778,4.484707446808511
7A06726             ,HRB400D    ,1687,0.00066,0.0012,0.00025,0.00027,0.003,75150,0.0023,0.0132,0.00029,0.00029,0.0038,0.46299999999999997,0.0027,0.006,0.013999999999999999,0.03,0.0067,0.0044,0.0032,0,0,9,0,30,50,0,0,0,0,0,68,0,1520,132,0,0.9421540672563126,0.8935082435003171,9.300742574257427
7A06725             ,HRB400D    ,1665,0.0007099999999999999,0.0008,0.0003,0.00018,0.002,76000,0.0024,0.0137,0.00027,0.00031,0.0039,0.48200000000000004,0.0029,0.006999999999999999,0.016,0.03,0.0059,0.0036,0.003,0,0,9,0,30,25,0,0,0,0,0,68,0,1580,132,0,0.9742628932057983,0.9344974836053073,-6.801909307875888
7A06724             ,HRB400D    ,1639,0.00074,0.0011,0.00022999999999999998,0.0002,0.002,73750,0.0023,0.0132,0.00027,0.00028,0.0038,0.465,0.0033,0.006999999999999999,0.017,0.028999999999999998,0.0046,0.0024,0.0033,0,0,9,0,28,25,0,0,0,0,0,68,0,1470,132,0,0.8852941900693153,0.9142437095320055,9.43094629156011
7A06723             ,HRB400B    ,1689,0.00073,0.0005,0.00025,0.00016,0.003,71300,0.0023,0.0133,0.00028,0.0002,0.0037,0.466,0.0023,0.01,0.019,0.034,0.0049,0.0027,0.0037,0,0,4,0,38,50,0,0,0,0,0,68,0,1480,132,0,0.860040658339339,0.9286877238684467,6.751893939393937
7A06722             ,HRB400B    ,1653,0.0006799999999999999,0.001,0.00026000000000000003,0.00029,0.002,74450,0.0023,0.013000000000000001,0.00028,0.00032,0.0037,0.462,0.0031,0.008,0.016,0.033,0.0046,0.0024,0.0035,0,0,4,0,39,50,0,0,0,0,0,68,0,1440,132,0,0.9314810138020354,0.9343624497991968,4.818770226537197
7A06721             ,HRB400B    ,1664,0.00072,0.0011,0.00027,0.00027,0.002,70500,0.0024,0.0128,0.0003,0.00028,0.0037,0.46799999999999997,0.003,0.01,0.017,0.032,0.0052,0.0029,0.0036,0,0,4,0,38,50,0,0,0,0,0,68,0,1450,132,0,0.9135519461186383,0.8567199833818031,6.805019305019299
7A06720             ,HRB400B    ,1678,0.0006799999999999999,0.0009,0.00029,0.00028,0.003,71550,0.0023,0.0129,0.00031,0.00031,0.0036,0.46,0.0033,0.01,0.013999999999999999,0.033,0.005,0.0027,0.0034,0,0,4,0,38,50,0,0,0,0,0,68,0,1420,132,0,0.8975760776472884,0.9106142881384695,4.694881889763771
7A06719             ,HRB400B    ,1666,0.0007,0.001,0.00026000000000000003,0.0002,0.002,72150,0.0024,0.0129,0.00029,0.00025,0.0036,0.47100000000000003,0.003,0.008,0.017,0.032,0.0042,0.002,0.0042,0,0,4,0,38,25,0,0,0,0,0,68,0,1420,132,0,0.9497993616121694,0.9105983794332259,7.101377952755895
7A06717             ,HRB400B    ,1682,0.00067,0.0011,0.00022,0.00016999999999999999,0.002,72000,0.0024,0.0135,0.00026000000000000003,0.00029,0.0034,0.48,0.003,0.009000000000000001,0.019,0.032,0.0053,0.003,0.0039,0,0,4,0,38,25,0,0,0,0,0,68,0,1400,132,0,0.9670972640837031,0.9604130808950085,9.57446808510639
7A06716             ,HRB400B    ,1674,0.0007599999999999999,0.0012,0.00023999999999999998,0.00018999999999999998,0.002,73200,0.0024,0.013000000000000001,0.00026000000000000003,0.00022,0.0037,0.47100000000000003,0.0028,0.008,0.015,0.034,0.0045,0.0023,0.0035,0,0,5,0,39,25,0,0,0,0,0,68,0,1440,132,0,0.9271483284407195,0.9033634538152611,4.737864077669921
7A06715             ,HRB400B    ,1804,0.00066,0.001,0.00027,0.00014,0.002,73200,0.0024,0.0131,0.00029,0.00018999999999999998,0.0037,0.47200000000000003,0.0024,0.006,0.015,0.034,0.0047,0.0025,0.0034,0,0,5,0,40,25,0,0,0,0,0,68,0,1440,132,0,0.9836582125976953,0.9263303212851405,4.734799482535582
7A06714             ,HRB400B    ,1673,0.00059,0.001,0.00033999999999999997,0.0002,0.002,71350,0.0023,0.0133,0.00033,0.00022,0.0038,0.465,0.0023,0.005,0.013000000000000001,0.032,0.0048,0.0025,0.0031,0,0,4,0,39,50,0,0,0,0,0,95,0,1440,132,0,0.7851209355930371,0.9178432479919677,-2.309061488673127
7A06713             ,HRB400B    ,1682,0.00042,0.0013,0.00032,0.00037999999999999997,0.002,71800,0.0024,0.0143,0.00032,0.00033,0.004,0.491,0.0021,0.006,0.015,0.034,0.0054,0.0032,0.0029,0,0,4,0,39,50,0,0,0,0,0,92,0,1600,132,0,0.915763822549341,0.8785768072289155,0.0
7A06711             ,HRB400B    ,1672,0.00072,0.0012,0.0003,0.00022999999999999998,0.003,73550,0.0023,0.0129,0.00028,0.00027,0.0037,0.45899999999999996,0.0023,0.009000000000000001,0.013000000000000001,0.035,0.0059,0.0037,0.0037,0,0,4,0,39,25,0,0,0,0,0,68,0,1430,132,0,0.8986790750045045,0.9062842278203723,-4.791530944625408
7A06708             ,HRB400B    ,1657,0.00047999999999999996,0.0011,0.00026000000000000003,0.00033,0.003,72650,0.0024,0.0142,0.00029,0.00033999999999999997,0.0041,0.49,0.0025,0.006,0.013000000000000001,0.033,0.0047,0.0025,0.004,0,0,4,0,40,50,0,0,200,0,0,85,0,1300,132,0,0.9500354165531522,0.9555371485943777,6.785491905354911
7A06707             ,HRB400B    ,1679,0.00041,0.0012,0.00022,0.00033,0.003,73750,0.0024,0.0135,0.00029,0.00041,0.0036,0.478,0.0023,0.006,0.013000000000000001,0.031,0.0054,0.0031,0.0031,0,0,4,0,40,50,0,0,200,0,0,85,0,1300,132,0,0.9995811311502205,0.9107680722891566,16.0725404732254
7A06702             ,Q345B      ,1710,0.0007700000000000001,0.0012,0.00029,0.00032,0.003,76250,0.0018,0.0142,0.00028,0.00032,0.0035,0.43,0.0026,0.006,0.013999999999999999,0.027999999999999997,0.0045,0.0025,0.004,0,0,23,0,0,0,75,0,0,0,0,68,0,1450,0,0,0.8706026460334438,1.029549231408392,-2.6293103448275956
7A06701             ,HRB400B    ,1672,0.0005099999999999999,0.0011,0.00027,0.00033,0.002,70000,0.0022,0.0134,0.00031,0.00027,0.0038,0.45799999999999996,0.0026,0.006,0.016,0.035,0.0043,0.0021,0.004,0,0,4,0,40,25,0,0,0,0,0,75,0,1450,132,0,0.8674674058104919,0.8942667220606564,8.997429305912597
7A06700             ,HRB400B    ,1684,0.00065,0.0013,0.00027,0.00033999999999999997,0.002,74600,0.0023,0.0138,0.00028,0.0004,0.0037,0.475,0.003,0.006,0.013999999999999999,0.035,0.0088,0.0064,0.0041,0,0,5,0,40,25,0,0,0,0,0,68,0,1450,132,0,0.9493729464574945,0.9685292895720814,2.3971722365038515
7A06699             ,HRB400B    ,1679,0.00084,0.0014,0.0002,0.00031,0.002,72600,0.0023,0.0141,0.00029,0.00033,0.004,0.48,0.0028,0.006,0.013999999999999999,0.035,0.0046,0.0024,0.004,0,0,5,0,40,25,0,0,0,0,0,60,0,1500,132,0,0.8629909463948413,0.9257228915662651,20.342465753424648
7A06698             ,HRB400B    ,1686,0.00085,0.001,0.00025,0.00021,0.002,72250,0.0023,0.0132,0.00031,0.00036,0.0037,0.465,0.0032,0.006,0.013999999999999999,0.034,0.0059,0.0036,0.0035,0,0,5,0,40,25,0,0,0,0,0,58,0,1500,132,0,0.8664932508436447,0.8849899598393575,13.496264009962644
7A06697             ,Q345B      ,1680,0.00065,0.0011,0.00032,0.00031,0.002,72200,0.0016,0.0138,0.00029,0.00037,0.003,0.40299999999999997,0.0029,0.008,0.017,0.027000000000000003,0.0044,0.0025,0.003,0,0,23,0,0,0,50,0,0,0,0,51,0,1450,0,0,0.9294415762158355,0.9523680930619027,-7.468965517241392
7A06696             ,Q345B      ,1680,0.0007,0.0012,0.00028,0.00016999999999999999,0.002,72200,0.0016,0.0136,0.00028,0.00028,0.0033,0.4,0.0028,0.006999999999999999,0.015,0.026000000000000002,0.0056,0.0036,0.004,0,0,21,0,0,0,50,0,0,0,0,51,0,1450,0,0,0.8805235985202653,0.9298712089738262,0.0
7A06695             ,HRB400B    ,1673,0.00061,0.0012,0.00032,0.00028,0.002,73050,0.0022,0.0134,0.00033,0.0003,0.0038,0.45799999999999996,0.003,0.006,0.015,0.034,0.004,0.0018,0.0037,0,0,5,0,40,25,0,0,0,0,0,68,0,1450,132,0,0.8958420102734973,0.9256439551308683,2.3473650385604086
7A06694             ,HRB400B    ,1672,0.00067,0.0011,0.00032,0.00028,0.002,75850,0.0024,0.0131,0.00031,0.00025,0.0035,0.47100000000000003,0.0021,0.005,0.013999999999999999,0.033,0.0038,0.0016,0.0035,0,0,5,0,40,25,0,0,0,0,0,68,0,1540,132,0,1.000278235150628,0.8901189172273509,-2.304070473876068
7A06693             ,HRB400B    ,1666,0.00035,0.0009,0.00032,0.0002,0.003,74300,0.0024,0.013000000000000001,0.00031,0.00025,0.0036,0.47100000000000003,0.0026,0.006999999999999999,0.017,0.033,0.0038,0.0016,0.0037,0,0,5,0,40,50,0,0,0,0,0,85,0,1520,132,0,1.0350017667364302,0.8907637127457197,-2.2847478474784815
7A06692             ,HRB400B    ,1639,0.00037,0.001,0.00029,0.00023999999999999998,0.002,71850,0.0023,0.0131,0.00032,0.00028,0.0036,0.46299999999999997,0.0028,0.006999999999999999,0.015,0.033,0.0038,0.0016,0.0037,0,0,4,0,40,50,0,0,0,0,0,82,0,1480,132,0,0.9656451073786246,0.8846721344838815,6.795397225725094
7A06690             ,Q345B      ,1802,0.00066,0.0009,0.00027,0.00021,0.002,71600,0.0018,0.0137,0.00027,0.00022,0.0035,0.42,0.0021,0.008,0.017,0.027000000000000003,0.0062,0.0043,0.003,0,0,23,0,0,0,125,0,0,0,0,85,0,1520,0,0,0.7564256423325533,0.9080532656943563,0.0
7A06687             ,HRB400B    ,1672,0.00067,0.0011,0.00031,0.00026000000000000003,0.0,72400,0.0024,0.0128,0.00033999999999999997,0.00031,0.0035,0.47,0.0034,0.006999999999999999,0.016,0.035,0.0037,0.0015,0.0031,0,0,4,0,38,50,0,0,200,0,0,68,0,1200,132,0,0.9724700266619459,0.9112306368330464,7.220744680851054
7A06686             ,HRB400B    ,1645,0.0006900000000000001,0.0009,0.00039,0.00022999999999999998,0.002,75050,0.0024,0.0128,0.00036,0.00026000000000000003,0.0037,0.469,0.0034,0.01,0.015,0.032,0.0049,0.0027,0.0033,0,0,5,0,40,50,0,0,200,0,0,68,0,1240,132,0,0.9911301782459606,0.9340434655287818,-7.281694695989652
7A06685             ,HRB400B    ,1663,0.0007,0.0008,0.00035,0.0002,0.002,73200,0.0023,0.0131,0.00035,0.00023999999999999998,0.0037,0.46299999999999997,0.0029,0.006,0.013999999999999999,0.036000000000000004,0.0037,0.0015,0.0041,0,0,5,0,39,25,0,0,200,0,0,68,0,1240,132,0,0.9045349545763117,0.9416415662650603,0.0
